Rule,Pattern,Relation1,Relation2,Relation3,Count,Body_Count,Support,Confidence
"greatGrandfatherOf(A,B) ∧ girlSecondCousinOf(C,B) → greatGrandfatherOf(A,C)",A→[greatGrandfatherOf]B←[girlSecondCousinOf]C ⇒ A→[greatGrandfatherOf]C,greatGrandfatherOf,girlSecondCousinOf,greatGrandfatherOf,62,36,0.004485927212213299,1.7222222222222223
"sisterOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → secondAuntOf(A,C)",A→[sisterOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A→[secondAuntOf]C,sisterOf,girlFirstCousinOnceRemovedOf,secondAuntOf,110,64,0.00795890311844295,1.71875
"greatGrandfatherOf(A,B) ∧ auntOf(C,B) → grandfatherOf(A,C)",A→[greatGrandfatherOf]B←[auntOf]C ⇒ A→[grandfatherOf]C,greatGrandfatherOf,auntOf,grandfatherOf,562,327,0.04066275956877216,1.7186544342507646
"grandfatherOf(A,B) ∧ brotherOf(C,B) → grandfatherOf(A,C)",A→[grandfatherOf]B←[brotherOf]C ⇒ A→[grandfatherOf]C,grandfatherOf,brotherOf,grandfatherOf,673,392,0.04869401635192822,1.7168367346938775
"boyCousinOf(A,B) ∧ brotherOf(C,B) → boyCousinOf(A,C)",A→[boyCousinOf]B←[brotherOf]C ⇒ A→[boyCousinOf]C,boyCousinOf,brotherOf,boyCousinOf,231,135,0.016713696548730193,1.711111111111111
"girlFirstCousinOnceRemovedOf(A,B) ∧ grandfatherOf(C,B) → greatGranddaughterOf(A,C)",A→[girlFirstCousinOnceRemovedOf]B←[grandfatherOf]C ⇒ A→[greatGranddaughterOf]C,girlFirstCousinOnceRemovedOf,grandfatherOf,greatGranddaughterOf,153,90,0.01107011070110701,1.7
"boyCousinOf(A,B) ∧ secondAuntOf(C,B) → boyFirstCousinOnceRemovedOf(A,C)",A→[boyCousinOf]B←[secondAuntOf]C ⇒ A→[boyFirstCousinOnceRemovedOf]C,boyCousinOf,secondAuntOf,boyFirstCousinOnceRemovedOf,61,36,0.004413573547500181,1.6944444444444444
"uncleOf(A,B) ∧ brotherOf(C,B) → uncleOf(A,C)",A→[uncleOf]B←[brotherOf]C ⇒ A→[uncleOf]C,uncleOf,brotherOf,uncleOf,259,153,0.01873959916069749,1.6928104575163399
"daughterOf(A,B) ∧ sonOf(C,B) → sisterOf(A,C)",A→[daughterOf]B←[sonOf]C ⇒ A→[sisterOf]C,daughterOf,sonOf,sisterOf,453,268,0.03277621011504233,1.6902985074626866
"grandmotherOf(A,B) ∧ brotherOf(C,B) → grandmotherOf(A,C)",A→[grandmotherOf]B←[brotherOf]C ⇒ A→[grandmotherOf]C,grandmotherOf,brotherOf,grandmotherOf,673,399,0.04869401635192822,1.68671679197995
"auntOf(A,B) ∧ uncleOf(C,B) → sisterOf(A,C)",A→[auntOf]B←[uncleOf]C ⇒ A→[sisterOf]C,auntOf,uncleOf,sisterOf,371,221,0.026843209608566673,1.6787330316742082
"grandsonOf(A,B) ∧ daughterOf(C,B) → nephewOf(A,C)",A→[grandsonOf]B←[daughterOf]C ⇒ A→[nephewOf]C,grandsonOf,daughterOf,nephewOf,456,272,0.03299327110918168,1.6764705882352942
"auntOf(A,B) ∧ nephewOf(C,B) → greatAuntOf(A,C)",A→[auntOf]B←[nephewOf]C ⇒ A→[greatAuntOf]C,auntOf,nephewOf,greatAuntOf,305,182,0.022067867737500906,1.6758241758241759
"brotherOf(A,B) ∧ nieceOf(C,B) → uncleOf(A,C)",A→[brotherOf]B←[nieceOf]C ⇒ A→[uncleOf]C,brotherOf,nieceOf,uncleOf,361,216,0.026119672961435497,1.6712962962962963
"girlCousinOf(A,B) ∧ brotherOf(C,B) → girlCousinOf(A,C)",A→[girlCousinOf]B←[brotherOf]C ⇒ A→[girlCousinOf]C,girlCousinOf,brotherOf,girlCousinOf,362,217,0.026192026626148616,1.6682027649769586
"greatAuntOf(A,B) ∧ greatUncleOf(C,B) → sisterOf(A,C)",A→[greatAuntOf]B←[greatUncleOf]C ⇒ A→[sisterOf]C,greatAuntOf,greatUncleOf,sisterOf,155,93,0.011214818030533246,1.6666666666666667
"boyFirstCousinOnceRemovedOf(A,B) ∧ nephewOf(C,B) → boySecondCousinOf(A,C)",A→[boyFirstCousinOnceRemovedOf]B←[nephewOf]C ⇒ A→[boySecondCousinOf]C,boyFirstCousinOnceRemovedOf,nephewOf,boySecondCousinOf,48,29,0.0034729759062296505,1.6551724137931034
"boyFirstCousinOnceRemovedOf(A,B) ∧ grandfatherOf(C,B) → greatGrandsonOf(A,C)",A→[boyFirstCousinOnceRemovedOf]B←[grandfatherOf]C ⇒ A→[greatGrandsonOf]C,boyFirstCousinOnceRemovedOf,grandfatherOf,greatGrandsonOf,180,109,0.01302365964836119,1.651376146788991
"boyFirstCousinOnceRemovedOf(A,B) ∧ sisterOf(C,B) → boyFirstCousinOnceRemovedOf(A,C)",A→[boyFirstCousinOnceRemovedOf]B←[sisterOf]C ⇒ A→[boyFirstCousinOnceRemovedOf]C,boyFirstCousinOnceRemovedOf,sisterOf,boyFirstCousinOnceRemovedOf,152,93,0.010997757036393893,1.6344086021505377
"brotherOf(A,B) ∧ secondUncleOf(C,B) → boyFirstCousinOnceRemovedOf(A,C)",A→[brotherOf]B←[secondUncleOf]C ⇒ A→[boyFirstCousinOnceRemovedOf]C,brotherOf,secondUncleOf,boyFirstCousinOnceRemovedOf,57,35,0.00412415888864771,1.6285714285714286
"greatUncleOf(A,B) ∧ sisterOf(C,B) → greatUncleOf(A,C)",A→[greatUncleOf]B←[sisterOf]C ⇒ A→[greatUncleOf]C,greatUncleOf,sisterOf,greatUncleOf,152,94,0.010997757036393893,1.6170212765957446
"sisterOf(A,B) ∧ uncleOf(C,B) → nieceOf(A,C)",A→[sisterOf]B←[uncleOf]C ⇒ A→[nieceOf]C,sisterOf,uncleOf,nieceOf,337,209,0.024383185008320672,1.61244019138756
"brotherOf(A,B) ∧ motherOf(C,B) → sonOf(A,C)",A→[brotherOf]B←[motherOf]C ⇒ A→[sonOf]C,brotherOf,motherOf,sonOf,307,191,0.02221257506692714,1.6073298429319371
"grandfatherOf(A,B) ∧ boySecondCousinOf(C,B) → greatUncleOf(A,C)",A→[grandfatherOf]B←[boySecondCousinOf]C ⇒ A→[greatUncleOf]C,grandfatherOf,boySecondCousinOf,greatUncleOf,45,28,0.0032559149120902973,1.6071428571428572
"secondAuntOf(A,B) ∧ greatGrandfatherOf(C,B) → granddaughterOf(A,C)",A→[secondAuntOf]B←[greatGrandfatherOf]C ⇒ A→[granddaughterOf]C,secondAuntOf,greatGrandfatherOf,granddaughterOf,175,109,0.012661891324795602,1.6055045871559632
"brotherOf(A,B) ∧ secondAuntOf(C,B) → boyFirstCousinOnceRemovedOf(A,C)",A→[brotherOf]B←[secondAuntOf]C ⇒ A→[boyFirstCousinOnceRemovedOf]C,brotherOf,secondAuntOf,boyFirstCousinOnceRemovedOf,69,43,0.004992402865205123,1.6046511627906976
"secondUncleOf(A,B) ∧ uncleOf(C,B) → boyCousinOf(A,C)",A→[secondUncleOf]B←[uncleOf]C ⇒ A→[boyCousinOf]C,secondUncleOf,uncleOf,boyCousinOf,125,78,0.009044208089139714,1.6025641025641026
"girlSecondCousinOf(A,B) ∧ greatGrandfatherOf(C,B) → greatGranddaughterOf(A,C)",A→[girlSecondCousinOf]B←[greatGrandfatherOf]C ⇒ A→[greatGranddaughterOf]C,girlSecondCousinOf,greatGrandfatherOf,greatGranddaughterOf,62,39,0.004485927212213299,1.5897435897435896
"boySecondCousinOf(A,B) ∧ uncleOf(C,B) → boyFirstCousinOnceRemovedOf(A,C)",A→[boySecondCousinOf]B←[uncleOf]C ⇒ A→[boyFirstCousinOnceRemovedOf]C,boySecondCousinOf,uncleOf,boyFirstCousinOnceRemovedOf,46,29,0.003328268576803415,1.5862068965517242
"boySecondCousinOf(A,B) ∧ greatGrandfatherOf(C,B) → greatGrandsonOf(A,C)",A→[boySecondCousinOf]B←[greatGrandfatherOf]C ⇒ A→[greatGrandsonOf]C,boySecondCousinOf,greatGrandfatherOf,greatGrandsonOf,68,43,0.004920049200492005,1.5813953488372092
"sisterOf(A,B) ∧ secondUncleOf(C,B) → girlFirstCousinOnceRemovedOf(A,C)",A→[sisterOf]B←[secondUncleOf]C ⇒ A→[girlFirstCousinOnceRemovedOf]C,sisterOf,secondUncleOf,girlFirstCousinOnceRemovedOf,49,31,0.003545329570942768,1.5806451612903225
"fatherOf(A,B) ∧ sisterOf(C,B) → fatherOf(A,C)",A→[fatherOf]B←[sisterOf]C ⇒ A→[fatherOf]C,fatherOf,sisterOf,fatherOf,426,270,0.03082266116778815,1.5777777777777777
"auntOf(A,B) ∧ grandfatherOf(C,B) → daughterOf(A,C)",A→[auntOf]B←[grandfatherOf]C ⇒ A→[daughterOf]C,auntOf,grandfatherOf,daughterOf,511,325,0.03697272266840315,1.5723076923076924
"girlCousinOf(A,B) ∧ girlSecondCousinOf(C,B) → girlSecondCousinOf(A,C)",A→[girlCousinOf]B←[girlSecondCousinOf]C ⇒ A→[girlSecondCousinOf]C,girlCousinOf,girlSecondCousinOf,girlSecondCousinOf,11,7,0.0007958903118442949,1.5714285714285714
"auntOf(A,B) ∧ sonOf(C,B) → greatAuntOf(A,C)",A→[auntOf]B←[sonOf]C ⇒ A→[greatAuntOf]C,auntOf,sonOf,greatAuntOf,95,61,0.006873598147746183,1.5573770491803278
"boyFirstCousinOnceRemovedOf(A,B) ∧ brotherOf(C,B) → boyFirstCousinOnceRemovedOf(A,C)",A→[boyFirstCousinOnceRemovedOf]B←[brotherOf]C ⇒ A→[boyFirstCousinOnceRemovedOf]C,boyFirstCousinOnceRemovedOf,brotherOf,boyFirstCousinOnceRemovedOf,112,72,0.008103610447869185,1.5555555555555556
"sisterOf(A,B) ∧ girlSecondCousinOf(C,B) → girlSecondCousinOf(A,C)",A→[sisterOf]B←[girlSecondCousinOf]C ⇒ A→[girlSecondCousinOf]C,sisterOf,girlSecondCousinOf,girlSecondCousinOf,14,9,0.0010129513059836481,1.5555555555555556
"boyCousinOf(A,B) ∧ auntOf(C,B) → nephewOf(A,C)",A→[boyCousinOf]B←[auntOf]C ⇒ A→[nephewOf]C,boyCousinOf,auntOf,nephewOf,302,195,0.02185080674336155,1.5487179487179488
"uncleOf(A,B) ∧ grandfatherOf(C,B) → sonOf(A,C)",A→[uncleOf]B←[grandfatherOf]C ⇒ A→[sonOf]C,uncleOf,grandfatherOf,sonOf,397,258,0.028724404891107735,1.5387596899224807
"motherOf(A,B) ∧ sisterOf(C,B) → motherOf(A,C)",A→[motherOf]B←[sisterOf]C ⇒ A→[motherOf]C,motherOf,sisterOf,motherOf,426,277,0.03082266116778815,1.5379061371841156
"greatGrandmotherOf(A,B) ∧ uncleOf(C,B) → grandmotherOf(A,C)",A→[greatGrandmotherOf]B←[uncleOf]C ⇒ A→[grandmotherOf]C,greatGrandmotherOf,uncleOf,grandmotherOf,509,331,0.03682801533897692,1.5377643504531722
"grandfatherOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → greatGrandfatherOf(A,C)",A→[grandfatherOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A→[greatGrandfatherOf]C,grandfatherOf,girlFirstCousinOnceRemovedOf,greatGrandfatherOf,153,100,0.01107011070110701,1.53
"nephewOf(A,B) ∧ sisterOf(C,B) → nephewOf(A,C)",A→[nephewOf]B←[sisterOf]C ⇒ A→[nephewOf]C,nephewOf,sisterOf,nephewOf,440,288,0.0318356124737718,1.5277777777777777
"boySecondCousinOf(A,B) ∧ auntOf(C,B) → boyFirstCousinOnceRemovedOf(A,C)",A→[boySecondCousinOf]B←[auntOf]C ⇒ A→[boyFirstCousinOnceRemovedOf]C,boySecondCousinOf,auntOf,boyFirstCousinOnceRemovedOf,64,42,0.004630634541639534,1.5238095238095237
"boySecondCousinOf(A,B) ∧ boySecondCousinOf(C,B) → brotherOf(A,C)",A→[boySecondCousinOf]B←[boySecondCousinOf]C ⇒ A→[brotherOf]C,boySecondCousinOf,boySecondCousinOf,brotherOf,44,29,0.0031835612473771796,1.5172413793103448
"girlSecondCousinOf(A,B) ∧ greatUncleOf(C,B) → granddaughterOf(A,C)",A→[girlSecondCousinOf]B←[greatUncleOf]C ⇒ A→[granddaughterOf]C,girlSecondCousinOf,greatUncleOf,granddaughterOf,53,35,0.003834744229795239,1.5142857142857142
"grandfatherOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → greatGrandfatherOf(A,C)",A→[grandfatherOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A→[greatGrandfatherOf]C,grandfatherOf,boyFirstCousinOnceRemovedOf,greatGrandfatherOf,180,120,0.01302365964836119,1.5
"boySecondCousinOf(A,B) ∧ sisterOf(C,B) → boySecondCousinOf(A,C)",A→[boySecondCousinOf]B←[sisterOf]C ⇒ A→[boySecondCousinOf]C,boySecondCousinOf,sisterOf,boySecondCousinOf,27,18,0.0019535489472541786,1.5
"granddaughterOf(A,B) ∧ nephewOf(C,B) → girlFirstCousinOnceRemovedOf(A,C)",A→[granddaughterOf]B←[nephewOf]C ⇒ A→[girlFirstCousinOnceRemovedOf]C,granddaughterOf,nephewOf,girlFirstCousinOnceRemovedOf,76,51,0.005498878518196947,1.4901960784313726
"auntOf(A,B) ∧ secondUncleOf(C,B) → girlCousinOf(A,C)",A→[auntOf]B←[secondUncleOf]C ⇒ A→[girlCousinOf]C,auntOf,secondUncleOf,girlCousinOf,129,87,0.009333622747992185,1.4827586206896552
"brotherOf(A,B) ∧ girlSecondCousinOf(C,B) → boySecondCousinOf(A,C)",A→[brotherOf]B←[girlSecondCousinOf]C ⇒ A→[boySecondCousinOf]C,brotherOf,girlSecondCousinOf,boySecondCousinOf,34,23,0.0024600246002460025,1.4782608695652173
"greatAuntOf(A,B) ∧ uncleOf(C,B) → auntOf(A,C)",A→[greatAuntOf]B←[uncleOf]C ⇒ A→[auntOf]C,greatAuntOf,uncleOf,auntOf,313,212,0.022646697055205847,1.4764150943396226
"boyFirstCousinOnceRemovedOf(A,B) ∧ nieceOf(C,B) → boySecondCousinOf(A,C)",A→[boyFirstCousinOnceRemovedOf]B←[nieceOf]C ⇒ A→[boySecondCousinOf]C,boyFirstCousinOnceRemovedOf,nieceOf,boySecondCousinOf,62,42,0.004485927212213299,1.4761904761904763
"greatGrandfatherOf(A,B) ∧ uncleOf(C,B) → grandfatherOf(A,C)",A→[greatGrandfatherOf]B←[uncleOf]C ⇒ A→[grandfatherOf]C,greatGrandfatherOf,uncleOf,grandfatherOf,509,345,0.03682801533897692,1.4753623188405798
"secondAuntOf(A,B) ∧ uncleOf(C,B) → girlCousinOf(A,C)",A→[secondAuntOf]B←[uncleOf]C ⇒ A→[girlCousinOf]C,secondAuntOf,uncleOf,girlCousinOf,170,116,0.012300123001230012,1.4655172413793103
"fatherOf(A,B) ∧ brotherOf(C,B) → fatherOf(A,C)",A→[fatherOf]B←[brotherOf]C ⇒ A→[fatherOf]C,fatherOf,brotherOf,fatherOf,454,310,0.032848563779755445,1.4645161290322581
"greatUncleOf(A,B) ∧ girlCousinOf(C,B) → greatUncleOf(A,C)",A→[greatUncleOf]B←[girlCousinOf]C ⇒ A→[greatUncleOf]C,greatUncleOf,girlCousinOf,greatUncleOf,99,68,0.007163012806598654,1.4558823529411764
"daughterOf(A,B) ∧ boyCousinOf(C,B) → girlFirstCousinOnceRemovedOf(A,C)",A→[daughterOf]B←[boyCousinOf]C ⇒ A→[girlFirstCousinOnceRemovedOf]C,daughterOf,boyCousinOf,girlFirstCousinOnceRemovedOf,58,40,0.004196512553360828,1.45
"grandfatherOf(A,B) ∧ boyCousinOf(C,B) → grandfatherOf(A,C)",A→[grandfatherOf]B←[boyCousinOf]C ⇒ A→[grandfatherOf]C,grandfatherOf,boyCousinOf,grandfatherOf,391,272,0.028290282902829027,1.4375
"boySecondCousinOf(A,B) ∧ secondAuntOf(C,B) → nephewOf(A,C)",A→[boySecondCousinOf]B←[secondAuntOf]C ⇒ A→[nephewOf]C,boySecondCousinOf,secondAuntOf,nephewOf,60,42,0.004341219882787063,1.4285714285714286
"fatherOf(A,B) ∧ boySecondCousinOf(C,B) → secondUncleOf(A,C)",A→[fatherOf]B←[boySecondCousinOf]C ⇒ A→[secondUncleOf]C,fatherOf,boySecondCousinOf,secondUncleOf,30,21,0.0021706099413935317,1.4285714285714286
"grandsonOf(A,B) ∧ granddaughterOf(C,B) → brotherOf(A,C)",A→[grandsonOf]B←[granddaughterOf]C ⇒ A→[brotherOf]C,grandsonOf,granddaughterOf,brotherOf,722,506,0.052239345922870994,1.4268774703557312
"greatUncleOf(A,B) ∧ greatUncleOf(C,B) → brotherOf(A,C)",A→[greatUncleOf]B←[greatUncleOf]C ⇒ A→[brotherOf]C,greatUncleOf,greatUncleOf,brotherOf,108,76,0.007814195789016714,1.4210526315789473
"boyFirstCousinOnceRemovedOf(A,B) ∧ girlCousinOf(C,B) → nephewOf(A,C)",A→[boyFirstCousinOnceRemovedOf]B←[girlCousinOf]C ⇒ A→[nephewOf]C,boyFirstCousinOnceRemovedOf,girlCousinOf,nephewOf,185,131,0.013385427971926779,1.4122137404580153
"motherOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → greatAuntOf(A,C)",A→[motherOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A→[greatAuntOf]C,motherOf,girlFirstCousinOnceRemovedOf,greatAuntOf,86,61,0.006222415165328124,1.4098360655737705
"greatGrandfatherOf(A,B) ∧ secondAuntOf(C,B) → grandfatherOf(A,C)",A→[greatGrandfatherOf]B←[secondAuntOf]C ⇒ A→[grandfatherOf]C,greatGrandfatherOf,secondAuntOf,grandfatherOf,175,125,0.012661891324795602,1.4
"greatUncleOf(A,B) ∧ girlSecondCousinOf(C,B) → grandfatherOf(A,C)",A→[greatUncleOf]B←[girlSecondCousinOf]C ⇒ A→[grandfatherOf]C,greatUncleOf,girlSecondCousinOf,grandfatherOf,53,38,0.003834744229795239,1.394736842105263
"secondAuntOf(A,B) ∧ secondAuntOf(C,B) → sisterOf(A,C)",A→[secondAuntOf]B←[secondAuntOf]C ⇒ A→[sisterOf]C,secondAuntOf,secondAuntOf,sisterOf,118,85,0.008537732436147891,1.388235294117647
"daughterOf(A,B) ∧ brotherOf(C,B) → nieceOf(A,C)",A→[daughterOf]B←[brotherOf]C ⇒ A→[nieceOf]C,daughterOf,brotherOf,nieceOf,144,104,0.010418927718688952,1.3846153846153846
"motherOf(A,B) ∧ brotherOf(C,B) → motherOf(A,C)",A→[motherOf]B←[brotherOf]C ⇒ A→[motherOf]C,motherOf,brotherOf,motherOf,454,329,0.032848563779755445,1.3799392097264438
"boyCousinOf(A,B) ∧ girlCousinOf(C,B) → brotherOf(A,C)",A→[boyCousinOf]B←[girlCousinOf]C ⇒ A→[brotherOf]C,boyCousinOf,girlCousinOf,brotherOf,343,249,0.024817306996599377,1.3775100401606426
"grandfatherOf(A,B) ∧ girlCousinOf(C,B) → grandfatherOf(A,C)",A→[grandfatherOf]B←[girlCousinOf]C ⇒ A→[grandfatherOf]C,grandfatherOf,girlCousinOf,grandfatherOf,445,325,0.03219738079733739,1.3692307692307693
"grandmotherOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → greatGrandmotherOf(A,C)",A→[grandmotherOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A→[greatGrandmotherOf]C,grandmotherOf,girlFirstCousinOnceRemovedOf,greatGrandmotherOf,153,112,0.01107011070110701,1.3660714285714286
"fatherOf(A,B) ∧ auntOf(C,B) → brotherOf(A,C)",A→[fatherOf]B←[auntOf]C ⇒ A→[brotherOf]C,fatherOf,auntOf,brotherOf,253,188,0.018305477172418785,1.3457446808510638
"fatherOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → greatUncleOf(A,C)",A→[fatherOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A→[greatUncleOf]C,fatherOf,boyFirstCousinOnceRemovedOf,greatUncleOf,90,67,0.006511829824180595,1.3432835820895523
"greatUncleOf(A,B) ∧ uncleOf(C,B) → uncleOf(A,C)",A→[greatUncleOf]B←[uncleOf]C ⇒ A→[uncleOf]C,greatUncleOf,uncleOf,uncleOf,134,100,0.009695391071557775,1.34
"greatGrandmotherOf(A,B) ∧ boySecondCousinOf(C,B) → greatGrandmotherOf(A,C)",A→[greatGrandmotherOf]B←[boySecondCousinOf]C ⇒ A→[greatGrandmotherOf]C,greatGrandmotherOf,boySecondCousinOf,greatGrandmotherOf,68,51,0.004920049200492005,1.3333333333333333
"boyCousinOf(A,B) ∧ secondUncleOf(C,B) → boyFirstCousinOnceRemovedOf(A,C)",A→[boyCousinOf]B←[secondUncleOf]C ⇒ A→[boyFirstCousinOnceRemovedOf]C,boyCousinOf,secondUncleOf,boyFirstCousinOnceRemovedOf,36,27,0.002604731929672238,1.3333333333333333
"grandmotherOf(A,B) ∧ girlSecondCousinOf(C,B) → greatAuntOf(A,C)",A→[grandmotherOf]B←[girlSecondCousinOf]C ⇒ A→[greatAuntOf]C,grandmotherOf,girlSecondCousinOf,greatAuntOf,32,24,0.002315317270819767,1.3333333333333333
"auntOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → greatAuntOf(A,C)",A→[auntOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A→[greatAuntOf]C,auntOf,girlFirstCousinOnceRemovedOf,greatAuntOf,105,79,0.00759713479487736,1.3291139240506329
"auntOf(A,B) ∧ greatUncleOf(C,B) → nieceOf(A,C)",A→[auntOf]B←[greatUncleOf]C ⇒ A→[nieceOf]C,auntOf,greatUncleOf,nieceOf,179,135,0.012951305983648072,1.325925925925926
"uncleOf(A,B) ∧ girlCousinOf(C,B) → uncleOf(A,C)",A→[uncleOf]B←[girlCousinOf]C ⇒ A→[uncleOf]C,uncleOf,girlCousinOf,uncleOf,259,197,0.01873959916069749,1.3147208121827412
"boySecondCousinOf(A,B) ∧ greatAuntOf(C,B) → grandsonOf(A,C)",A→[boySecondCousinOf]B←[greatAuntOf]C ⇒ A→[grandsonOf]C,boySecondCousinOf,greatAuntOf,grandsonOf,46,35,0.003328268576803415,1.3142857142857143
"greatAuntOf(A,B) ∧ greatGrandfatherOf(C,B) → daughterOf(A,C)",A→[greatAuntOf]B←[greatGrandfatherOf]C ⇒ A→[daughterOf]C,greatAuntOf,greatGrandfatherOf,daughterOf,297,227,0.021489038419795964,1.3083700440528634
"girlCousinOf(A,B) ∧ girlCousinOf(C,B) → sisterOf(A,C)",A→[girlCousinOf]B←[girlCousinOf]C ⇒ A→[sisterOf]C,girlCousinOf,girlCousinOf,sisterOf,426,326,0.03082266116778815,1.3067484662576687
"greatGrandsonOf(A,B) ∧ daughterOf(C,B) → grandsonOf(A,C)",A→[greatGrandsonOf]B←[daughterOf]C ⇒ A→[grandsonOf]C,greatGrandsonOf,daughterOf,grandsonOf,233,179,0.016858403878156427,1.3016759776536313
"nieceOf(A,B) ∧ boyCousinOf(C,B) → girlFirstCousinOnceRemovedOf(A,C)",A→[nieceOf]B←[boyCousinOf]C ⇒ A→[girlFirstCousinOnceRemovedOf]C,nieceOf,boyCousinOf,girlFirstCousinOnceRemovedOf,114,88,0.00824831777729542,1.2954545454545454
"girlFirstCousinOnceRemovedOf(A,B) ∧ brotherOf(C,B) → girlFirstCousinOnceRemovedOf(A,C)",A→[girlFirstCousinOnceRemovedOf]B←[brotherOf]C ⇒ A→[girlFirstCousinOnceRemovedOf]C,girlFirstCousinOnceRemovedOf,brotherOf,girlFirstCousinOnceRemovedOf,114,88,0.00824831777729542,1.2954545454545454
"greatGrandmotherOf(A,B) ∧ girlSecondCousinOf(C,B) → greatGrandmotherOf(A,C)",A→[greatGrandmotherOf]B←[girlSecondCousinOf]C ⇒ A→[greatGrandmotherOf]C,greatGrandmotherOf,girlSecondCousinOf,greatGrandmotherOf,62,48,0.004485927212213299,1.2916666666666667
"greatGrandmotherOf(A,B) ∧ greatAuntOf(C,B) → motherOf(A,C)",A→[greatGrandmotherOf]B←[greatAuntOf]C ⇒ A→[motherOf]C,greatGrandmotherOf,greatAuntOf,motherOf,278,218,0.020114318790246725,1.275229357798165
"nephewOf(A,B) ∧ nieceOf(C,B) → brotherOf(A,C)",A→[nephewOf]B←[nieceOf]C ⇒ A→[brotherOf]C,nephewOf,nieceOf,brotherOf,381,299,0.02756674625569785,1.274247491638796
"boyCousinOf(A,B) ∧ boyCousinOf(C,B) → brotherOf(A,C)",A→[boyCousinOf]B←[boyCousinOf]C ⇒ A→[brotherOf]C,boyCousinOf,boyCousinOf,brotherOf,250,197,0.01808841617827943,1.2690355329949239
"grandsonOf(A,B) ∧ greatGranddaughterOf(C,B) → uncleOf(A,C)",A→[grandsonOf]B←[greatGranddaughterOf]C ⇒ A→[uncleOf]C,grandsonOf,greatGranddaughterOf,uncleOf,544,430,0.03936039360393604,1.2651162790697674
"grandsonOf(A,B) ∧ grandsonOf(C,B) → brotherOf(A,C)",A→[grandsonOf]B←[grandsonOf]C ⇒ A→[brotherOf]C,grandsonOf,grandsonOf,brotherOf,624,494,0.04514868678098546,1.263157894736842
"secondUncleOf(A,B) ∧ greatUncleOf(C,B) → nephewOf(A,C)",A→[secondUncleOf]B←[greatUncleOf]C ⇒ A→[nephewOf]C,secondUncleOf,greatUncleOf,nephewOf,77,61,0.0055712321829100644,1.2622950819672132
"secondUncleOf(A,B) ∧ secondUncleOf(C,B) → brotherOf(A,C)",A→[secondUncleOf]B←[secondUncleOf]C ⇒ A→[brotherOf]C,secondUncleOf,secondUncleOf,brotherOf,82,65,0.005933000506475653,1.2615384615384615
"grandmotherOf(A,B) ∧ girlCousinOf(C,B) → grandmotherOf(A,C)",A→[grandmotherOf]B←[girlCousinOf]C ⇒ A→[grandmotherOf]C,grandmotherOf,girlCousinOf,grandmotherOf,445,355,0.03219738079733739,1.2535211267605635
"greatGrandsonOf(A,B) ∧ granddaughterOf(C,B) → nephewOf(A,C)",A→[greatGrandsonOf]B←[granddaughterOf]C ⇒ A→[nephewOf]C,greatGrandsonOf,granddaughterOf,nephewOf,608,486,0.043991028145575574,1.2510288065843622
"secondUncleOf(A,B) ∧ girlSecondCousinOf(C,B) → uncleOf(A,C)",A→[secondUncleOf]B←[girlSecondCousinOf]C ⇒ A→[uncleOf]C,secondUncleOf,girlSecondCousinOf,uncleOf,50,40,0.003617683235655886,1.25
"greatGranddaughterOf(A,B) ∧ sonOf(C,B) → granddaughterOf(A,C)",A→[greatGranddaughterOf]B←[sonOf]C ⇒ A→[granddaughterOf]C,greatGranddaughterOf,sonOf,granddaughterOf,258,207,0.01866724549598437,1.2463768115942029
"fatherOf(A,B) ∧ greatAuntOf(C,B) → nephewOf(A,C)",A→[fatherOf]B←[greatAuntOf]C ⇒ A→[nephewOf]C,fatherOf,greatAuntOf,nephewOf,157,126,0.011359525359959481,1.246031746031746
"boyCousinOf(A,B) ∧ motherOf(C,B) → nephewOf(A,C)",A→[boyCousinOf]B←[motherOf]C ⇒ A→[nephewOf]C,boyCousinOf,motherOf,nephewOf,209,168,0.015121915925041604,1.244047619047619
"sisterOf(A,B) ∧ motherOf(C,B) → daughterOf(A,C)",A→[sisterOf]B←[motherOf]C ⇒ A→[daughterOf]C,sisterOf,motherOf,daughterOf,306,246,0.02214022140221402,1.2439024390243902
"granddaughterOf(A,B) ∧ granddaughterOf(C,B) → sisterOf(A,C)",A→[granddaughterOf]B←[granddaughterOf]C ⇒ A→[sisterOf]C,granddaughterOf,granddaughterOf,sisterOf,772,622,0.05585702915852688,1.2411575562700965
